Distance_km,House_Rent
42.63187482972521,200.0
12.521621071978506,1547.7645746257774
3.7687396377525664,1859.91913663647
13.746380829780758,956.5848805402381
49.835102832797894,200.0
22.822031149475503,543.0667265115351
18.01568122449818,1216.1875549894194
16.877025144837198,1022.6451088717411
1.4014252747702072,1908.4092692528927
32.02201861533439,397.8353860458222
15.464785180167528,1392.344258841454
40.277779371567604,200.0
38.54374912724719,275.3848420647356
13.669940611734987,1299.8150539359049
47.1874425275979,200.0
41.01484359805402,200.0
46.13836330856676,200.0
23.664418214423804,957.1441146586217
9.444485713742601,1693.7467544909748
47.11696320072111,200.0
31.29353578674104,580.2134379922728
8.05210400133447,1811.363490973418
31.007152153479346,556.0346598940238
49.942988035159,200.0
27.861695368501366,841.4155642509079
18.12284068156465,1177.383181297648
3.9972474328100196,1627.2173754996552
1.2285847364288338,1968.2161110014508
10.814844823940456,1362.5726329532956
26.278212477883596,608.1901870215064
47.97487594226265,200.0
39.83328810054063,200.0
17.060666265662334,1243.8970296594075
7.191007343546785,1407.30110465014
37.18966508103666,233.65528392335565
48.23084543158119,200.0
23.35387346087392,1049.0674579868398
34.18053252477302,200.0
8.458305979695924,1787.7810503668168
23.99855302408069,1045.0543680931237
27.701880386830126,521.2569923073697
0.5887273338376575,1979.1079541798963
12.539398455270973,1770.6442894216486
14.38157406115564,1392.6312077567814
15.85797608580648,1209.5276358213093
3.2224880562155276,2036.1374462683068
18.806709590340905,849.3101765877492
15.102610389524445,1064.6786078666748
1.1157060270993169,1938.243172460716
10.094810420801887,1453.1813349640179
35.468057343461865,335.6136201736048
34.821501027101746,200.0
21.66497924964573,702.0408415646464
19.0885040689927,1105.3437084478214
29.316328107106358,694.9161846444471
41.89558444427532,200.0
43.56841298076991,200.0
32.82580822359396,373.84211405313215
4.271354153132911,1918.4650481239473
38.943356269124,200.0
45.350859895167865,200.0
34.41226837616954,200.0
34.04638844332088,316.9947662092989
15.774937192064897,1289.8892320696707
6.4469032649871085,1449.738460685129
3.746631554468116,1789.7711387598554
28.60361510110834,767.2636078203695
3.3871833644023965,2344.761561114448
2.729829091231617,2079.059432589487
24.04812383908896,1280.4411674484918
34.7247496907428,200.09825785081375
27.430026684709713,283.0903661849763
16.714875700282484,1121.8452605895286
5.743683613574413,1707.473171349173
28.39382490792648,200.0
8.134110790301662,1730.3558071102432
2.4151479207458526,1833.6359209537356
16.27666006565415,1104.0085359300604
19.658364833056634,901.0375400202412
17.511714576589732,932.3559132033065
30.413588315612213,769.5753859726008
3.262480560479503,1761.388968529496
6.166021444308728,1899.101812135674
10.86980729143136,1371.73080569446
26.079577259445173,561.1448144323715
15.736670429729388,1467.33148882541
0.9668014512394851,2138.843422711546
40.624896252809876,200.0
49.063893395739896,200.0
21.6088939273509,1031.8616005286426
2.2313021029869153,2032.2262326854973
32.36678245996863,265.9445009516837
35.691776446318705,200.0
6.875271771794978,1733.2338712459746
15.09848111625996,1147.0488381246555
13.091236097891152,1144.8729808315816
47.538257267930994,200.0
36.595033540677186,274.26873348694596
29.3444642025533,458.5654124587819
16.543953791460424,1405.3726203398562
39.99147281666691,200.0
3.3751125971439366,2255.205216271088
42.70550025164422,200.0
4.866064554825073,1558.5659773424954
13.543495048509751,1345.6591031763596
12.573985787496417,1042.2413180387666
28.042667766180145,573.0369336116898
1.7326038693472101,1573.0493723006507
29.654434444540144,639.101206387482
22.268667588536996,1209.4957281145248
28.105149608369988,832.7901424352084
19.57778700004052,1020.127179744602
6.018670465489295,1442.0313345438512
40.626526921759705,200.0
17.740294688892728,1008.5713867749552
19.47342454199813,938.569940961895
19.31567648154101,1089.6793256989117
36.85219555434276,383.04829906798557
8.321653574798654,1835.4193139057552
44.72832303191892,200.0
32.13601399480528,427.2199587539278
22.488275154598963,936.0324518701539
36.531565727229356,200.0
39.07731693450657,375.69199904879093
29.715145252717086,506.37807650234527
22.015202980604943,722.1250482369168
24.160794404634757,621.6461115285813
47.967968292038115,200.0
30.31491053784508,648.8757097705749
0.4659644936708063,2013.9195475461254
38.66159693157666,287.1368217079571
36.21348155440718,483.79067835793586
9.872374960448537,1610.80571061429
16.671902423729374,789.0873570814078
48.81561752362991,200.0
1.3196392363629406,1862.5766322140066
11.874552653454746,1291.0197182247914
14.225526467806587,1018.5601325368457
